# Species	Genes	Alg.-Conn.	Pb_filNoH.faa	Pc_filNoH.faa	Pf_filNoH.faa	Pk_filNoH.faa	Pv_filNoH.faa	Py_filNoH.faa	Tg_filNoH.faa	h_tartakovskyi_filteredNoH.faa
8	9	0.285	2022_g	3378_g	825_g	3458_g	3362_g	4531_g	10038_g,12482_g	1585_g
8	9	0.278	3178_g	217_g	4531_g	230_g	206_g	4390_g	156_g,234_g	2900_g
8	9	0.275	6613_g	1830_g	1346_g	1872_g	1798_g	2450_g	1530_g,1108_g	1203_g
8	9	0.274	6685_g	1380_g	1662_g	1426_g	1355_g	4790_g	9722_g,12940_g	655_g
8	9	0.273	4229_g	81_g	4662_g	90_g	76_g	854_g	10840_g,11637_g	849_g
8	9	0.271	1098_g	269_g	4480_g	287_g	257_g	4443_g	9860_g,12664_g	3001_g
8	9	0.267	547_g	4004_g	4244_g	4101_g	4006_g	2059_g	59_g,332_g	2369_g
8	9	0.266	2212_g	643_g	3531_g	660_g	617_g	775_g	11180_g,11977_g	2410_g
8	9	0.266	845_g	1739_g	1436_g	1782_g	1710_g	2533_g	10956_g,11753_g	2461_g
8	9	0.263	6600_g	1327_g	1714_g	1373_g	1307_g	4741_g	11104_g,11901_g	2452_g
8	9	0.262	1835_g	4542_g	2703_g	4654_g	4551_g	3911_g	10966_g,11763_g	1349_g
8	9	0.256	269_g	2237_g	2222_g	2297_g	2194_g	1289_g	10505_g,12755_g	97_g
8	9	0.256	3137_g	3145_g	4838_g	3220_g	3118_g	4161_g	6995_g,7917_g	2087_g
8	9	0.254	5862_g	2182_g	2165_g	2239_g	2139_g	1231_g	4382_g,8227_g	3087_g
8	9	0.253	440_g	888_g	388_g	924_g	869_g	266_g	10557_g,11354_g	18_g
8	9	0.253	842_g	190_g	4554_g	201_g	184_g	4368_g	2347_g,1914_g	2774_g
8	9	0.252	170_g	167_g	4577_g	179_g	161_g	4346_g	8349_g,4256_g	762_g
8	9	0.252	2957_g	3001_g	1183_g	3071_g	2955_g	3428_g	8426_g,4411_g	2555_g
8	9	0.251	2423_g	3580_g	3233_g	3664_g	3708_g	3147_g	9684_g,12977_g	536_g
8	9	0.23	1321_g	2450_g	2443_g	2522_g	2408_g	1494_g	9567_g,13099_g	341_g
8	9	0.222	1029_g	4356_g	3774_g	4465_g	4366_g	2848_g	4733_g,5205_g	181_g
8	9	0.222	1845_g	1419_g	1973_g	1462_g	1393_g	4826_g	11234_g,12031_g	1927_g
8	9	0.222	1937_g	614_g	3559_g	631_g	588_g	4316_g	9934_g,12589_g	1164_g
8	9	0.222	202_g	3853_g	4092_g	3935_g	3844_g	2215_g	5932_g,6321_g	1514_g
8	9	0.222	2074_g	146_g	4599_g	158_g	139_g	794_g	4801_g,5273_g	3194_g
8	9	0.222	2195_g	358_g	624_g	365_g	347_g	1756_g	188_g,201_g	2747_g
8	9	0.222	2670_g	1571_g	1600_g	1625_g	1550_g	2693_g	10059_g,12461_g	414_g
8	9	0.222	2681_g	2671_g	701_g	2748_g	2647_g	757_g	12683_g,9841_g	1455_g
8	9	0.222	2904_g	2077_g	202_g	2121_g	2034_g	1127_g	7393_g,7525_g	1810_g
8	9	0.222	2968_g	2398_g	2385_g	2474_g	2356_g	1446_g	1893_g,2369_g	2725_g
8	9	0.222	30_g	1876_g	1304_g	1917_g	1840_g	2411_g	10938_g,11735_g	571_g
8	9	0.222	3126_g	4021_g	4260_g	4118_g	4022_g	2041_g	10434_g,12825_g	89_g
8	9	0.222	3148_g	3682_g	3330_g	3771_g	3613_g	3052_g	6579_g,5668_g	136_g
8	9	0.222	3277_g	1857_g	1320_g	1899_g	1822_g	2427_g	10609_g,11406_g	281_g
8	9	0.222	3298_g	40_g	4699_g	47_g	37_g	893_g	5996_g,6255_g	421_g
8	9	0.222	3329_g	695_g	3474_g	722_g	674_g	98_g	4001_g,8781_g	855_g
8	9	0.222	3596_g	2481_g	2475_g	2555_g	2442_g	1524_g	4940_g,5412_g	3334_g
8	9	0.222	3654_g	1905_g	31_g	1940_g	1868_g	965_g	4250_g,8355_g	1469_g
8	9	0.222	3669_g	2466_g	2458_g	2538_g	2425_g	1508_g	6002_g,6249_g	1842_g
8	9	0.222	3940_g	121_g	4624_g	130_g	113_g	818_g	9721_g,12941_g	723_g
8	9	0.222	4090_g	433_g	553_g	443_g	418_g	1689_g	7275_g,7643_g	1910_g
8	9	0.222	417_g	1342_g	1700_g	1388_g	1321_g	4754_g	4622_g,5094_g	108_g
8	9	0.221	4301_g	666_g	3508_g	685_g	639_g	130_g	9822_g,12701_g	1992_g
8	9	0.218	20_g	34_g	4705_g	41_g	31_g	899_g	4354_g,8254_g	498_g
8	9	0.218	3743_g	4157_g	3118_g	4255_g	4172_g	3602_g	3457_g,2776_g	2440_g
8	9	0.217	297_g	4387_g	3745_g	4498_g	4394_g	2821_g	8048_g,6865_g	3639_g
8	9	0.214	3727_g	884_g	391_g	920_g	865_g	263_g	8646_g,3866_g	15_g
8	9	0.21	619_g	2804_g	1237_g	2880_g	2779_g	1899_g	11055_g,11852_g	594_g
8	9	0.206	3000_g	1415_g	1970_g	1459_g	1390_g	4823_g	10845_g,11642_g	3305_g
8	9	0.203	2443_g	4635_g	2790_g	4745_g	4638_g	3828_g	78_g,313_g	2605_g
8	9	0.203	6774_g	4502_g	2661_g	4615_g	4509_g	3948_g	9358_g,13311_g	158_g
8	9	0.2	3130_g	4025_g	4264_g	4122_g	4026_g	2037_g	3044_g,3725_g	2730_g
8	9	0.2	4923_g	367_g	615_g	374_g	356_g	1747_g	9606_g,13060_g	1266_g
8	9	0.199	3983_g	1022_g	252_g	1055_g	1003_g	386_g	2322_g,1939_g	3534_g
8	9	0.199	5492_g	1975_g	100_g	2012_g	1934_g	1033_g	8911_g,4131_g	3055_g
8	9	0.198	3164_g	745_g	3425_g	781_g	721_g	50_g	2090_g,2171_g	1731_g
8	9	0.198	792_g	3359_g	845_g	3434_g	3341_g	4513_g	5652_g,6594_g	3566_g
8	9	0.196	6609_g	4293_g	3839_g	4396_g	4300_g	2914_g	9703_g,12958_g	3591_g
8	9	0.193	3754_g	2620_g	752_g	2693_g	2598_g	708_g	9338_g,13332_g	2569_g
8	9	0.189	4165_g	1753_g	1422_g	1796_g	1724_g	2519_g	2772_g,3453_g	2685_g
8	9	0.188	796_g	3850_g	4089_g	3932_g	3841_g	2218_g	1013_g,1830_g	1397_g
8	9	0.182	4388_g	4678_g	2831_g	4787_g	4677_g	3782_g	2702_g,3383_g	895_g
8	9	0.18	4287_g	399_g	583_g	410_g	388_g	1716_g	4030_g,8810_g	2142_g
8	9	0.178	922_g	115_g	4630_g	124_g	107_g	824_g	10975_g,11772_g	3043_g
8	9	0.172	148_g	1034_g	241_g	1068_g	1016_g	398_g	6919_g,7993_g	1886_g
8	9	0.172	565_g	4794_g	2938_g	4900_g	4790_g	3678_g	6568_g,5679_g	3642_g
8	9	0.171	2070_g	142_g	4603_g	155_g	135_g	798_g	10741_g,11538_g	1751_g
8	9	0.169	6432_g	3374_g	829_g	3454_g	3358_g	4527_g	5863_g,6385_g	949_g
8	9	0.168	6386_g	3218_g	4774_g	3292_g	3192_g	4105_g	7343_g,7575_g	3474_g
8	9	0.166	6762_g	889_g	387_g	925_g	870_g	267_g	5684_g,6563_g	19_g
8	9	0.159	519_g	1223_g	1813_g	1269_g	1204_g	588_g	69_g,322_g	614_g
8	9	0.158	5658_g	2222_g	2209_g	2283_g	2179_g	1274_g	10927_g,11724_g	621_g
8	9	0.155	2109_g	2324_g	2311_g	2392_g	2283_g	1374_g	8774_g,3994_g	701_g
8	9	0.154	6533_g	4463_g	2620_g	4570_g	4468_g	3988_g	6736_g,8174_g	3079_g
8	9	0.149	874_g	2827_g	1259_g	2903_g	2800_g	1876_g	7394_g,7524_g	1416_g
8	9	0.136	2801_g	4362_g	3767_g	4472_g	4373_g	2841_g	2172_g,2089_g	3134_g
8	9	0.132	6828_g	3966_g	4208_g	4059_g	3967_g	2097_g	3018_g,3699_g	3636_g
8	9	0.114	2842_g	713_g	3458_g	738_g	691_g	80_g	4197_g,8410_g	919_g
8	9	0.111	1030_g,4979_g	4355_g	3775_g	4464_g	4365_g	2849_g	12265_g	182_g
8	9	0.111	1111_g	571_g	3601_g	586_g	548_g	4273_g	2962_g,3643_g	909_g
8	9	0.111	2744_g	1699_g	1477_g	1755_g	1671_g	2571_g	6054_g,6198_g	820_g
8	9	0.111	3306_g	2770_g	4351_g	2842_g	2743_g	1932_g	9691_g,12970_g	330_g
8	9	0.111	794_g	4620_g	2776_g	4731_g	4624_g	3843_g	9057_g,13606_g	1563_g
8	9	0.111	935_g	1280_g	1763_g	1324_g	1258_g	4693_g	2871_g,3552_g	2896_g
8	9	0.111	938_g	3010_g	1191_g	3080_g	2964_g	3436_g	7399_g,7519_g	906_g
8	9	0.11	514_g	4571_g	2729_g	4683_g	4577_g	734_g	9374_g,13295_g	2310_g
8	9	0.108	1891_g	206_g	4541_g	219_g	196_g	4380_g	11162_g,11959_g	2016_g
8	9	0.108	3097_g	619_g	3554_g	636_g	593_g	4321_g	5767_g,6481_g	1993_g
8	9	0.108	6814_g	468_g	521_g	477_g	450_g	1658_g	10057_g,12463_g	440_g
8	9	0.108	6975_g	3440_g	5129_g	3517_g	3435_g	4585_g	10775_g,11572_g	1352_g
8	9	0.105	591_g	2762_g	4359_g	2831_g	2735_g	1940_g	6791_g,8122_g	644_g
8	9	0.104	108_g	743_g	3427_g	778_g	719_g	52_g	423_g,752_g	356_g
8	9	0.104	1771_g	3336_g	862_g	3407_g	3315_g	4496_g	4605_g,5077_g	1896_g
8	9	0.104	1824_g	1165_g	1865_g	1208_g	1148_g	534_g	7401_g,7517_g	1288_g
8	9	0.104	192_g	2144_g	775_g	2196_g	2101_g	1196_g	5871_g,6379_g	2175_g
8	9	0.104	2690_g	2936_g	5068_g	3013_g	2902_g	3370_g	10782_g,11579_g	2152_g
8	9	0.104	2727_g	38_g	4701_g	45_g	35_g	895_g	6938_g,7973_g	419_g
8	9	0.104	3214_g	3675_g	3322_g	3763_g	3621_g	3060_g	10553_g,11350_g	1200_g
8	9	0.104	3655_g	1903_g	30_g	1939_g	1867_g	964_g	242_g,148_g	1467_g
8	9	0.104	3768_g	3740_g	3982_g	3819_g	3737_g	2965_g	4550_g,8565_g	2551_g
8	9	0.104	5234_g	2262_g	2248_g	2324_g	2221_g	1314_g	633_g,541_g	248_g
8	9	0.103	2306_g	1594_g	1584_g	1642_g	1566_g	2674_g	4707_g,5179_g	294_g
8	9	0.103	2712_g	1880_g	1301_g	1920_g	1844_g	2407_g	1871_g,2390_g	1894_g
8	9	0.103	3648_g	4151_g	3112_g	4249_g	4166_g	3596_g	190_g,199_g	2005_g
8	9	0.103	4370_g	4485_g	2643_g	4598_g	4492_g	3965_g	2777_g,3458_g	985_g
8	9	0.103	851_g	4189_g	3146_g	4286_g	4201_g	622_g	11003_g,11800_g	46_g
8	8	1	1673_g	1585_g	1589_g	1637_g	1561_g	2680_g	10060_g	1338_g
8	8	0.75	6483_g	1138_g	1892_g	1181_g	1121_g	501_g	6590_g	1221_g
8	8	0.75	974_g	2220_g	2207_g	2281_g	2177_g	1272_g	12780_g	612_g
8	8	0.625	770_g	3372_g	831_g	3451_g	3356_g	4526_g	1570_g	947_g
8	8	0.5	1486_g	2058_g	182_g	2103_g	2017_g	1110_g	6447_g	2137_g
8	8	0.473	3354_g	243_g	4503_g	260_g	232_g	4419_g	7402_g	1536_g
8	8	0.448	2645_g	4617_g	2773_g	4728_g	4621_g	3846_g	6853_g	1965_g
8	8	0.448	5341_g	858_g	418_g	893_g	839_g	239_g	9157_g	1929_g
8	8	0.388	2673_g	1568_g	1603_g	1622_g	1547_g	2696_g	9023_g	416_g
8	8	0.276	4407_g	1287_g	1754_g	1332_g	1267_g	4701_g	2447_g	3062_g
8	8	0.241	3426_g	1875_g	1305_g	1916_g	1839_g	2412_g	13623_g	572_g
8	8	0.232	4688_g	3108_g	4872_g	3175_g	3081_g	4199_g	13434_g	310_g
8	8	0.226	3701_g	2116_g	804_g	2165_g	2074_g	1168_g	8369_g	564_g
8	8	0.22	3652_g	1036_g	239_g	1070_g	1018_g	400_g	9718_g	1391_g
8	8	0.114	6500_g	4346_g	3785_g	4454_g	4356_g	2859_g	992_g	301_g
8	8	0.113	2737_g	4480_g	2637_g	4593_g	4487_g	3971_g	1735_g	1489_g
8	8	0.0868	4423_g	2285_g	2273_g	2353_g	2246_g	1337_g	2352_g	2095_g
8	8	0.0849	632_g	1622_g	1552_g	1683_g	1597_g	2645_g	1169_g	2968_g
8	8	0.0717	6401_g	2938_g	5070_g	3015_g	2904_g	3372_g	14493_g	979_g
8	8	0.0679	6876_g	1661_g	1515_g	1719_g	1634_g	2609_g	3219_g	1054_g
8	8	0.0453	5421_g	1456_g	2059_g	1501_g	1433_g	4087_g	320_g	2262_g
7	14	0.411	3875_g	452_g	535_g,536_g	461_g,462_g	436_g,435_g	1672_g,1671_g	124_g,267_g,4036_g,8816_g	*
7	11	0.102	6464_g	3137_g	4845_g,4364_g	2826_g,3212_g	3110_g	1945_g,4169_g	10611_g,11408_g	*
7	10	0.289	3557_g	2424_g	2416_g	1175_g,2494_g,3521_g	2381_g	1470_g	2082_g,2179_g	*
7	10	0.127	3770_g	1820_g	1358_g,1359_g,1357_g	1862_g	1786_g	2459_g	4971_g,5443_g	*
7	9	0.435	6534_g	4461_g	2618_g	4568_g	4466_g,5672_g	3990_g	5655_g,6591_g	*
7	9	0.297	2041_g	3702_g	3354_g	3791_g	3594_g,5670_g	3035_g	11088_g,11885_g	*
7	9	0.222	13_g,4880_g	3307_g	892_g	3377_g	3286_g	3243_g	579_g,594_g	*
7	9	0.222	4202_g	1245_g	1793_g	1291_g	1224_g	4661_g,609_g	9891_g,12632_g	*
7	9	0.208	5462_g,2793_g	3976_g	4220_g	4072_g	3979_g	2084_g	10146_g,12375_g	*
7	9	0.198	3644_g	2168_g	2151_g	2225_g	5522_g,2125_g,5563_g	1218_g	*	2403_g
7	9	0.181	1618_g,5298_g	2147_g	772_g	2199_g	2104_g	1198_g	9958_g,12563_g	*
7	9	0.153	3468_g	3661_g	3309_g	3746_g	5565_g,5488_g,3633_g	3074_g	*	1935_g
7	9	0.139	112_g,2983_g	1129_g	1902_g	1169_g	1111_g	493_g	9678_g,12983_g	*
7	9	0.108	1991_g,1990_g	1178_g	1854_g	1223_g	*	544_g	1138_g,1500_g	528_g
7	8	0.75	*	1108_g	1923_g	1144_g	1090_g	471_g	815_g,1632_g	474_g
7	8	0.75	*	1484_g	2088_g	1533_g	1462_g	3298_g	7109_g,7807_g	1904_g
7	8	0.75	*	2875_g	5009_g	2952_g	2844_g	2760_g	8030_g,6883_g	900_g
7	8	0.75	*	2878_g	5012_g	2955_g	2847_g	2757_g	4616_g,5088_g	1597_g
7	8	0.75	*	3095_g	4886_g	3161_g	3067_g	4211_g	5959_g,6293_g	1024_g
7	8	0.75	*	42_g	4696_g	50_g	40_g	890_g	10449_g,12810_g	2602_g
7	8	0.75	*	4810_g	2953_g	4916_g	4803_g	3663_g	7085_g,7830_g	24_g
7	8	0.75	1022_g	*	166_g	2084_g	2001_g	1094_g	10613_g,11410_g	2303_g
7	8	0.75	213_g	1721_g	1456_g	*	1691_g	2551_g	9688_g,12973_g	3192_g
7	8	0.75	254_g	1958_g	83_g	1995_g	1918_g	1017_g	9708_g,12953_g	*
7	8	0.75	3057_g	3569_g	3223_g	3654_g	3719_g	3158_g	4865_g,5337_g	*
7	8	0.75	3259_g	257_g	4490_g	275_g	246_g	4433_g	2893_g,3574_g	*
7	8	0.75	3438_g	800_g	472_g	837_g	786_g	187_g	4704_g,5176_g	*
7	8	0.75	352_g	2215_g	2197_g	2275_g	2171_g	1265_g	7255_g,7664_g	*
7	8	0.75	4292_g	2674_g	699_g	2750_g	2649_g	759_g	11040_g,11837_g	*
7	8	0.75	721_g	3079_g	4901_g	3148_g	3053_g	4224_g	4775_g,5247_g	*
7	8	0.625	*	222_g	4524_g	236_g	211_g	4397_g	6838_g,8075_g	2999_g
7	8	0.625	*	2463_g	2456_g	2535_g	2422_g	1506_g	478_g,694_g	190_g
7	8	0.625	*	4398_g	3734_g	4509_g	4404_g	2809_g	11049_g,11846_g	1156_g
7	8	0.625	*	4531_g	2692_g	4644_g	4540_g	3922_g	6854_g,8059_g	363_g
7	8	0.625	*	4742_g	2892_g	4853_g	4742_g	3725_g	1421_g,1218_g	937_g
7	8	0.625	*	603_g	3570_g	620_g	577_g	4305_g	7100_g,7816_g	2407_g
7	8	0.625	2089_g	210_g	4538_g	222_g	199_g	4383_g	9421_g,13247_g	*
7	8	0.625	2701_g	3399_g	5098_g	3480_g	3382_g	4553_g	6840_g,8073_g	*
7	8	0.625	2879_g	213_g	4535_g	225_g	202_g	4386_g	1870_g,2391_g	*
7	8	0.625	524_g	2957_g	1145_g	3035_g	2922_g	3389_g	2139_g,2420_g	*
7	8	0.625	6775_g	*	4836_g	3222_g	3121_g	4159_g	10435_g,12824_g	2275_g
7	8	0.573	*	2313_g	2301_g	2380_g	2271_g	1363_g	4729_g,5201_g	689_g
7	8	0.573	*	714_g	3456_g	739_g	692_g	79_g	4334_g,8274_g	921_g
7	8	0.573	1107_g	1547_g	1625_g	1598_g	1526_g	3353_g	110_g,281_g	*
7	8	0.573	1130_g	3264_g	935_g	3330_g	3244_g	3204_g	2222_g,2036_g	*
7	8	0.573	1166_g	*	707_g	2742_g	2642_g	751_g	9999_g,12519_g	3101_g
7	8	0.573	2622_g	241_g	4505_g	258_g	*	4417_g	9834_g,12689_g	1039_g
7	8	0.573	3102_g	4713_g	2866_g	4826_g	4715_g	3750_g	5855_g,6393_g	*
7	8	0.573	322_g	1821_g	1356_g	1863_g	1787_g	*	4936_g,5408_g	3002_g
7	8	0.573	993_g	2346_g	2334_g	2415_g	2305_g	1396_g	5835_g,6413_g	*
7	8	0.548	4311_g	*	1596_g	1629_g	1554_g	2689_g	1083_g,1555_g	1648_g
7	8	0.5	*	497_g	3674_g	508_g	477_g	1628_g	1937_g,2324_g	1617_g
7	8	0.5	169_g	2350_g	2337_g	2418_g	2308_g	1399_g	8505_g,4490_g	*
7	8	0.5	2337_g	3312_g	886_g	3382_g	3292_g	3249_g	2948_g,3629_g	*
7	8	0.5	3751_g	*	352_g	961_g	904_g	298_g	2749_g,3430_g	1853_g
7	8	0.5	6506_g	997_g	276_g	1029_g	981_g	363_g	13568_g,9096_g	*
7	8	0.479	*	914_g	359_g	953_g	896_g	291_g	9259_g,13409_g	2559_g
7	8	0.479	2700_g	3398_g	5097_g	3479_g	3381_g	4552_g	5760_g,6488_g	*
7	8	0.479	3106_g	754_g	3416_g	790_g	730_g	41_g	9337_g,13333_g	*
7	8	0.479	3633_g	3911_g	4150_g	3993_g	3906_g	2156_g	4336_g,8272_g	*
7	8	0.479	3638_g	3075_g	4905_g	3144_g	3049_g	4228_g	3087_g,3768_g	*
7	8	0.479	3668_g	532_g	3638_g	*	511_g	1594_g	10291_g,12233_g	1669_g
7	8	0.473	2908_g	727_g	3442_g	757_g	706_g	66_g	3002_g,3683_g	*
7	8	0.473	5512_g	*	4862_g	3190_g	3090_g	4189_g	2651_g,3332_g	3602_g
7	8	0.462	*	1939_g	66_g	1976_g	1901_g	1000_g	9019_g,13644_g	2057_g
7	8	0.462	1730_g	3251_g	948_g	3316_g	3231_g	3191_g	4515_g,8530_g	*
7	8	0.448	1511_g	1205_g	1829_g	1251_g	1188_g	571_g	789_g,1606_g	*
7	8	0.448	53_g	2858_g	4991_g	2933_g	2827_g	2774_g	7360_g,7558_g	*
7	8	0.44	*	1314_g	1727_g	1361_g	1295_g	4728_g	7087_g,7829_g	3437_g
7	8	0.44	*	228_g	4518_g	242_g	216_g	4403_g	10985_g,11782_g	630_g
7	8	0.44	1633_g	4515_g	2674_g	4628_g	4522_g	3936_g	3689_g,3008_g	*
7	8	0.44	2114_g	4420_g	2575_g	4526_g	4423_g	4032_g	9796_g,12728_g	*
7	8	0.44	3288_g	3786_g	*	3867_g	3782_g	2281_g	5597_g,6651_g	696_g
7	8	0.44	3390_g	787_g	485_g	824_g	773_g	174_g,4631_g	*	3158_g
7	8	0.44	580_g	569_g	3603_g	584_g	546_g	4271_g	4992_g,5464_g	*
7	8	0.44	6734_g	3962_g	4201_g	4053_g	3959_g	2105_g	4045_g,8825_g	*
7	8	0.44	6969_g	4253_g	3877_g	4369_g	4262_g	2309_g	9229_g,13436_g	*
7	8	0.43	164_g	267_g	*	285_g	255_g	4441_g	10232_g,12291_g	791_g
7	8	0.411	3821_g	4071_g	3041_g	4164_g	4090_g	*	2965_g,3646_g	2994_g
7	8	0.408	6681_g	1376_g	1666_g	1422_g	1351_g	4786_g	10095_g,12426_g	*
7	8	0.398	1967_g	84_g	4659_g	93_g	79_g	851_g	4906_g,5378_g	*
7	8	0.389	618_g	2783_g	4337_g	2857_g	2759_g	1918_g	10984_g,11781_g	*
7	8	0.375	*	1054_g	223_g	1087_g	1034_g	416_g	4129_g,8909_g	3537_g
7	8	0.375	*	140_g	4605_g	153_g	133_g	800_g	10717_g,11514_g	1511_g
7	8	0.375	*	4419_g	2574_g	4525_g	4422_g	4033_g	2929_g,3610_g	2204_g
7	8	0.375	21_g	33_g	4706_g	40_g	30_g	900_g	7073_g,7843_g	*
7	8	0.375	255_g	453_g	534_g	463_g	437_g	1670_g	10713_g,11510_g	*
7	8	0.375	3005_g	1685_g	1491_g	*	1658_g	2585_g	4941_g,5413_g	1072_g
7	8	0.375	3556_g	2425_g	2417_g	2495_g	2382_g	1471_g	5878_g,6372_g	*
7	8	0.364	*	2129_g	791_g	2180_g	2086_g	1180_g	1548_g,1090_g	2529_g
7	8	0.364	2247_g	3615_g	3266_g	3700_g	3675_g	3116_g	9129_g,13537_g	*
7	8	0.364	498_g	2764_g	4357_g	2833_g	2737_g	1938_g	10318_g,12207_g	*
7	8	0.362	*	3347_g	852_g	3418_g	3327_g	4507_g	9925_g,12598_g	2476_g
7	8	0.361	6465_g	3135_g	4846_g	3210_g	3108_g	4171_g	6875_g,8038_g	*
7	8	0.361	740_g	1806_g	1373_g	1848_g	1773_g	2472_g	5809_g,6440_g	*
7	8	0.36	4114_g	484_g	506_g	495_g	464_g	1642_g	4271_g,8334_g	*
7	8	0.36	5334_g,1024_g	3870_g	4110_g	3954_g	3863_g	2195_g	*	3496_g
7	8	0.345	*	4462_g	2619_g	4569_g	4467_g	3989_g	2890_g,3571_g	3314_g
7	8	0.345	2730_g	2649_g	723_g	2726_g	2627_g	736_g	4080_g,8860_g	*
7	8	0.345	2775_g	4100_g	3069_g	4194_g	4118_g	3549_g	6982_g,7930_g	*
7	8	0.345	3204_g	855_g	420_g	891_g	837_g	237_g	2946_g,3627_g	*
7	8	0.337	5089_g	386_g	597_g	394_g	376_g,5542_g	1730_g	*	3238_g
7	8	0.336	2893_g	1994_g	119_g	2034_g	1953_g	1051_g	9182_g,13483_g	*
7	8	0.334	3244_g	*	165_g	2083_g	2000_g	1093_g	299_g,92_g	3427_g
7	8	0.329	*	3072_g	4908_g	3141_g	3046_g	4232_g	4493_g,8508_g	1828_g
7	8	0.329	3909_g	3257_g	942_g	3323_g	3237_g	3197_g	4726_g,5198_g	*
7	8	0.325	2898_g	2732_g	4393_g	2799_g	2703_g	1971_g	10426_g,12833_g	*
7	8	0.319	4336_g	*	393_g	918_g	863_g	261_g	2095_g,2166_g	13_g
7	8	0.318	*	3879_g	4119_g	3963_g	3872_g	2186_g	3446_g,2765_g	432_g
7	8	0.31	805_g	4655_g	2808_g	4763_g	4655_g	3806_g	8398_g,4209_g	*
7	8	0.302	*	4740_g	2891_g	4851_g	4740_g	3726_g	10923_g,11720_g	3171_g
7	8	0.298	3053_g	4785_g	2931_g	4891_g	4782_g	3686_g	11025_g,11822_g	*
7	8	0.298	4057_g	1053_g	224_g	1086_g	1033_g	415_g	10849_g,11646_g	*
7	8	0.298	4145_g	595_g	3577_g	612_g	*	4297_g	10785_g,11582_g	154_g
7	8	0.291	2472_g	4259_g	3871_g	4376_g	4269_g	2303_g	9101_g,13563_g	*
7	8	0.291	3907_g	1463_g	2066_g	1508_g	1440_g	4093_g	11170_g,11967_g	*
7	8	0.29	4278_g	1358_g	1684_g	1405_g	*	4768_g	7019_g,7892_g	84_g
7	8	0.285	954_g	3695_g	3347_g	3783_g	3601_g	3041_g	2607_g,3288_g	*
7	8	0.283	3331_g	2983_g	1163_g	3053_g	2937_g	3408_g	9872_g,12651_g	*
7	8	0.278	3013_g	3395_g	5094_g	3476_g	3378_g	4549_g	11092_g,11889_g	*
7	8	0.25	*	1641_g	1535_g	1701_g	1614_g	2629_g	7175_g,7741_g	3202_g
7	8	0.25	*	363_g	619_g	370_g	352_g	1751_g	2849_g,3530_g	627_g
7	8	0.25	*	4194_g	1335_g	1884_g	1810_g	2440_g	9769_g,12893_g	2502_g
7	8	0.25	*	675_g	3500_g	697_g	649_g	121_g	10860_g,11657_g	2737_g
7	8	0.25	1173_g	1403_g	1640_g	1446_g	1377_g	4811_g	10780_g,11577_g	*
7	8	0.25	1175_g	1401_g	1642_g	1444_g	1375_g	4809_g	11081_g,11878_g	*
7	8	0.25	1265_g	2383_g	*	2457_g	2340_g	1430_g	6757_g,8154_g	1612_g
7	8	0.25	1273_g	186_g	4558_g	197_g	180_g	4364_g	12991_g,9670_g	*
7	8	0.25	1519_g	2666_g	705_g	2743_g	2643_g	753_g	7232_g,7684_g	*
7	8	0.25	1554_g	4335_g	3796_g	4443_g	4344_g	2871_g	9871_g,12652_g	*
7	8	0.25	1597_g	1198_g	1836_g	1243_g	1181_g	565_g	11062_g,11859_g	*
7	8	0.25	1715_g	*	1563_g	1671_g	1585_g	2656_g	9933_g,12590_g	2492_g
7	8	0.25	2273_g	3969_g	4213_g	4063_g	3972_g	2092_g	4436_g,8451_g	*
7	8	0.25	2453_g	4634_g	2789_g	4744_g	4637_g	3829_g	6965_g,7947_g	*
7	8	0.25	2598_g	3035_g	1216_g	3105_g	2988_g	3463_g	2545_g,3226_g	*
7	8	0.25	3127_g	4022_g	4261_g	*	4023_g	2040_g	6968_g,7944_g	90_g
7	8	0.25	3145_g	3324_g	874_g	3394_g	*	3262_g	10850_g,11647_g	770_g
7	8	0.25	3176_g	3115_g	4864_g	3188_g	3088_g	4191_g	5014_g,5486_g	*
7	8	0.25	3533_g,5770_g	1161_g	1869_g	1204_g	1144_g	528_g	*	426_g
7	8	0.25	3658_g	1577_g	1595_g	1630_g	*	2688_g	11024_g,11821_g	2396_g
7	8	0.25	3790_g	2821_g	1252_g	2895_g	2794_g	1883_g	9705_g,12956_g	*
7	8	0.25	4280_g	1360_g	1682_g	1407_g	1336_g	4770_g	10922_g,11719_g	*
7	8	0.25	5519_g	3732_g	3973_g	3810_g	3729_g	2973_g	11007_g,11804_g	*
7	8	0.25	600_g	2989_g	1169_g	*	2943_g	3414_g	9463_g,13203_g	1981_g
7	8	0.25	6412_g	4065_g	3034_g	4157_g	4083_g	3513_g	10608_g,11405_g	*
7	8	0.25	6633_g	1761_g	1414_g	1807_g	1732_g	2511_g	9197_g,13468_g	*
7	8	0.25	948_g	2329_g	2316_g	2397_g	2288_g	1379_g	10045_g,12477_g	*
7	8	0.25	97_g	3956_g	4194_g	4046_g	3952_g	2111_g	10649_g,11446_g	*
7	8	0.243	*	1160_g	1870_g	1203_g	1143_g	529_g	6786_g,8127_g	425_g
7	8	0.232	2445_g	716_g	3454_g	742_g	694_g	77_g	2897_g,3578_g	*
7	8	0.23	2764_g	1122_g	1908_g	1161_g	1104_g	486_g	3050_g,3731_g	*
7	8	0.228	2715_g	1944_g	70_g	1981_g	1906_g	1005_g	9870_g,12653_g	*
